year,EYEAR
2004,533.9500629578836
2005,554.1280754863246
2006,533.1222086249212
2007,543.9817448289311
2008,556.0510754779212
2009,522.3863493111352
2010,558.8718756673538
2011,550.9130177572591
2012,577.4838028118404
2013,525.3823694353197
2014,528.8483191486351
2015,544.9015507017865
2016,564.1486502968062
2017,551.3048911639914
2018,499.26019315274937
2019,506.3803378768092
2020,542.6371033940169
